# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170731
# ----------------------------------------

Year,Country ISO Code,Page,Page Title,New Users,Unique Pageviews,Pageviews
2016,DZ,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,47,56,61
2016,PT,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,47,74,95
2016,TR,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,47,107,137
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,47,315,549
2015,IT,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,46,178,199
2016,ES,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",46,56,71
2017,JM,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,46,72,97
2017,PT,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,46,75,117
2016,BD,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,45,54,71
2016,IT,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,45,85,117
2016,JP,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,45,70,96
2016,NZ,/flash-write-2016,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,45,87,108
2015,MX,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,44,61,69
2016,IN,/flash-write-2016,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,44,77,106
2017,IN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,44,539,786
2017,RO,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,44,56,76
2017,TG,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,44,52,66
2015,NG,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,42,86,100
2015,ZA,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,42,319,458
2017,PL,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,42,66,102
2015,ES,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,41,72,85
2015,IT,/how-writers-write-fiction-2015/home,Chrissie's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,41,44,44
2017,CA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,41,686,"1,032"
2015,AU,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,40,56,84
2015,KE,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,40,54,61
2016,NL,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,40,46,65
2016,NZ,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,40,59,69
2017,IT,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,40,81,118
2017,QA,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,40,50,62
2015,CA,/how-writers-write-fiction-2015/lecture_pages/833678,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,39,638,888
2015,CL,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,39,42,57
2015,ES,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,39,39,59
2015,HK,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,39,56,64
2016,FI,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,39,46,49
2016,MX,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",39,46,46
2016,TH,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,39,57,77
2017,GE,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,39,49,57
2017,IE,/poetry-and-plays-2017/,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,39,56,65
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,39,742,"1,061"
2017,LB,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,39,55,84
2017,LK,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,39,57,101
2017,TR,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,39,70,92
2015,GB,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,37,49,56
2015,IE,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,37,55,69
2015,QA,/how-writers-write-fiction-2015/home,joy's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,37,49,55
2016,AR,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,37,47,69
2016,FR,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",37,55,64
2016,GB,/how-writers-write-fiction-2016/lecture_pages/845715,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,37,984,"1,304"
2016,ID,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,37,47,56
2017,BE,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,37,46,70
2017,BO,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,37,46,49
2017,ML,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,37,40,45
2015,GB,/how-writers-write-fiction-2015/lecture_pages/833678,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,36,665,940
2016,GB,/,(not set),36,36,36
2016,JO,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,36,112,146
2016,NG,/whitman-2016/,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",36,56,57
2017,AR,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,36,50,72
2017,BR,/fiction-and-nonfiction-2017/,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,36,42,54
2017,DZ,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,36,84,118
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,36,"1,257","1,974"
2017,UA,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,36,66,84
2015,ZZ,/?from=http://www.traffic2cash.xyz/,Home page,35,35,35
2016,PH,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,35,50,65
2017,AF,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,35,57,89
2017,BG,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,35,75,85
2017,CA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,35,473,746
2017,GB,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,35,203,377
2017,OM,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,35,45,55
2015,AU,/how-writers-write-fiction-2015/home,Karin's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,34,61,80
2015,AU,/how-writers-write-fiction-2015/lecture_pages/833678,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,34,400,570
2015,EG,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,34,111,160
2015,SE,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,34,156,188
2015,SG,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,34,55,62
2016,EG,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,34,56,87
2017,BJ,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,34,39,50
2017,JP,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,34,55,79
2017,MR,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,34,42,54
2017,SA,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,34,57,70
2017,TW,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,34,52,71
2017,VN,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,34,59,74
2017,ZZ,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,34,52,82
2015,CA,/how-writers-write-fiction-2015/home,Elaine's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,32,50,69
2016,AT,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,32,57,80
2016,CA,/whitman-2016,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",32,101,120
2016,CA,/whitman-2016/home/terms,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",32,85,100
2016,ES,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,32,40,47
2017,ES,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,32,84,125
2017,NO,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,32,66,87
2017,TZ,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,32,36,47
2017,UY,/poetry-and-plays-2017/,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,32,40,46
2015,BR,/how-writers-write-fiction-2015/home,Marcia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,31,36,86
2015,DE,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,31,41,54
2015,ES,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,31,40,42
2015,ID,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,31,41,44
2015,IN,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,31,35,35
2015,IT,/how-writers-write-fiction-2015/home,Lorna's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,31,150,222
2015,MY,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,31,44,50
2015,TR,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,31,186,216
2016,BR,/how-writers-write-fiction-2016/lecture_pages/845715,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,31,465,584
2016,IN,/how-writers-write-fiction-2016/lecture_pages/845715,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,31,590,734
2016,KR,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,31,75,90
2017,BG,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,31,52,67
2017,BW,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,31,70,95
2017,CG,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,31,39,41
2017,GB,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,31,59,65
2017,MM,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,31,42,64
2017,RO,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,31,42,65
2017,TH,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,31,45,66
2017,VE,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,31,49,65
2017,ZM,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,31,61,84
2015,CA,/how-writers-write-fiction-2015/home/terms,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,30,101,108
2015,GR,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,30,44,52
2015,NL,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,30,50,61
2016,CN,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,30,45,56
2016,KE,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,30,36,54
2017,AU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,30,559,820
