# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Unique Pageviews
2015,Jamaica,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,382
2016,Germany,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,381
2016,India,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,377
2016,Russia,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",377
2016,Australia,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",376
2017,Bahrain,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,375
2017,Thailand,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,375
2017,Uzbekistan,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,373
2017,Nepal,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,371
2016,New Zealand,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,367
2015,Vietnam,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,366
2016,Greece,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",366
2017,Bolivia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,364
2015,United Kingdom,"Class Session 1 Assignment: Starting with Character, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",363
2016,Switzerland,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",363
2017,France,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,357
2015,Singapore,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,350
2017,Vietnam,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,350
2015,New Zealand,Gerry's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,349
2015,Australia,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",348
2017,Iceland,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,348
2015,Philippines,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,345
2016,South Africa,Mary's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,345
2015,Nigeria,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,341
2015,Ukraine,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,341
2015,India,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",339
2015,(not set),How Writers Write Fiction 2015 | The University of Iowa | NovoEd,339
2017,Germany,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,339
2015,Canada,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",338
2015,Pakistan,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,338
2017,Indonesia,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,338
2015,Canada,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",335
2016,South Korea,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,335
2016,South Africa,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,335
2015,Australia,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",333
2016,Mexico,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",333
2015,Bahrain,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,331
2017,Ireland,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,331
2017,Mexico,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,330
2015,Turkey,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,325
2017,Malaysia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,324
2016,Pakistan,Rabia's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,323
2017,Belgium,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,320
2017,Croatia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,320
2015,United Kingdom,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",319
2015,Mexico,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,318
2017,Laos,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,317
2016,Bolivia,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,316
2016,Qatar,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,316
2015,Thailand,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,311
2015,United Kingdom,"Class Session 5 Assignment: Voice and Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",306
2016,Canada,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",306
2016,Malaysia,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",306
2017,Bhutan,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,306
2016,Mexico,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",305
2016,United Kingdom,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",304
2016,Egypt,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,301
2017,Hong Kong,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,300
2016,Singapore,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",299
2015,Chile,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,297
2015,United Kingdom,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,293
2017,Madagascar,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,293
2015,New Zealand,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",288
2017,Greece,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,287
2017,Suriname,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,284
2016,Colombia,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,282
2017,New Zealand,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,282
2016,Philippines,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",281
2017,Bulgaria,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,281
2016,Pakistan,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",279
2016,Australia,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",275
2017,Nepal,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,275
2016,Malta,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,274
2015,Canada,New Evaluation for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,271
2016,Bulgaria,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,271
2015,Austria,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,269
2015,Netherlands,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,269
2017,Antigua & Barbuda,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,269
2017,Sri Lanka,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,269
2015,United Kingdom,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",268
2017,Mongolia,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,268
2015,Uganda,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,267
2016,Brazil,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,267
2015,Bermuda,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,266
2016,New Zealand,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,266
2017,Somalia,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,266
2017,Kenya,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,265
2016,Spain,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",263
2016,Pakistan,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,263
2017,Egypt,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,263
2015,Canada,"Class Session 3 Assignment: Working with Plot, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",262
2015,Canada,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",262
2017,Russia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,261
2017,Zambia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,260
2015,United Kingdom,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",259
2017,South Africa,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,259
2016,Brazil,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,258
2015,Australia,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",255
2015,Kuwait,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,255
2016,Brazil,You are enrolled! - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,255
2016,Malaysia,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,255
2016,Nigeria,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",255
2017,Singapore,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,255
2017,Spain,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,254
2017,Iraq,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,250
2015,South Africa,Mary's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,249
2016,Canada,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,249
2016,Brazil,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,248
2017,Denmark,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,248
2017,India,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,248
2015,Canada,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",246
2016,Finland,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",246
2017,Serbia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,246
2017,Tunisia,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,244
2015,New Zealand,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",243
2017,Kenya,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,243
2015,Australia,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",242
2016,Germany,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,242
2015,Malaysia,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,241
2016,Brazil,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,241
2017,Guyana,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,241
2015,Bangladesh,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,239
2015,Iraq,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,239
2017,Kenya,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,239
2016,France,annick's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,237
2016,France,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,237
2015,New Zealand,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",235
2016,Costa Rica,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,235
2015,Canada,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",234
2016,Canada,How Writers Write Fiction 2016: Storied Women - Sign Up | NovoEd,233
2016,Russia,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",233
2016,Ireland,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",231
2017,Canada,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,231
2015,India,How Writers Write Fiction 2015 - Sign In | NovoEd,230
2016,Somalia,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,230
2015,United Kingdom,"Class Session 7 Assignment: Embracing Revision, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",229
