# ----------------------------------------,,,,,
# All Web Site Data,,,,,
# Export Metrics (Filter U.S.A.),,,,,
# 20150101-20170730,,,,,
# ----------------------------------------,,,,,
,,,,,
Year,Country ISO Code,Page,New Users,Unique Pageviews,Pageviews
2016,NZ,/how-writers-write-fiction-2016/lecture_pages/845715,21,395,526
2016,PL,/how-writers-write-fiction-2016,21,52,58
2016,RU,/whitman-2016/,21,27,30
2016,SA,/how-writers-write-fiction-2016,21,30,35
2016,TR,/whitman-2016/,21,26,29
2016,TT,/how-writers-write-fiction-2016,21,51,71
2017,AO,/fiction-and-nonfiction-2017,21,27,30
2017,AR,/poetry-and-plays-2017,21,48,58
2017,AU,/fiction-and-nonfiction-2017/users/my_account,21,188,221
2017,BI,/poetry-and-plays-2017,21,30,32
2017,CA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/164641/workspace,21,147,379
2017,CA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,21,179,326
2017,CM,/fiction-and-nonfiction-2017,21,30,43
2017,PK,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,21,122,189
2017,TZ,/fiction-and-nonfiction-2017,21,31,47
2015,AR,/how-writers-write-fiction-2015,20,30,40
2015,CA,/how-writers-write-fiction-2015?referral_token=NL092315,20,32,35
2015,CH,/how-writers-write-fiction-2015,20,27,32
2015,CO,/how-writers-write-fiction-2015,20,27,35
2015,IE,/how-writers-write-fiction-2015/home,20,239,353
2015,PL,/how-writers-write-fiction-2015/home,20,633,"1,664"
2015,ZZ,/?from=http://adf.ly/1SDmxr,20,20,20
2016,AE,/how-writers-write-fiction-2015,20,30,41
2016,GB,/www1.free-share-buttons.top,20,20,55
2016,IL,/whitman-2016/,20,31,40
2016,RU,/flash-write-2016,20,37,58
2016,UA,/how-writers-write-fiction-2016,20,29,36
2017,AO,/poetry-and-plays-2017,20,22,26
2017,AU,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,20,661,"1,338"
2017,BH,/poetry-and-plays-2017,20,34,43
2017,BN,/poetry-and-plays-2017,20,29,32
2017,BR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,20,153,225
2017,CA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,20,272,420
2017,CO,/poetry-and-plays-2017,20,26,34
2017,DE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,20,428,816
2017,ES,/how-writers-write-fiction-2015,20,24,29
2017,GB,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,20,785,"1,338"
2017,GB,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,20,486,766
2017,HK,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,20,170,312
2017,NZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,20,"1,194","2,267"
2017,PL,/poetry-and-plays-2017/,20,22,26
2017,RS,/poetry-and-plays-2017,20,26,35
2017,RU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,20,237,483
2017,RW,/poetry-and-plays-2017,20,20,27
2017,UY,/fiction-and-nonfiction-2017,20,29,39
2015,BB,/how-writers-write-fiction-2015/home,19,77,118
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834125,19,292,380
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834570,19,802,"1,044"
2015,CA,/how-writers-write-fiction-2015/lecture_pages/835012,19,587,756
2015,CN,/how-writers-write-fiction-2015,19,22,24
2015,FR,/how-writers-write-fiction-2015/oe/,19,938,"2,106"
2015,KR,/how-writers-write-fiction-2015/home,19,119,153
2015,MY,/how-writers-write-fiction-2015/home,19,286,434
2015,QA,/how-writers-write-fiction-2015,19,32,40
2015,RO,/how-writers-write-fiction-2015,19,123,147
2016,AU,/flash-write-2016,19,30,42
2016,AU,/how-writers-write-fiction-2016/announcements/,19,522,587
2016,AU,/how-writers-write-fiction-2016/lecture_pages/846795,19,579,829
2016,CA,/how-writers-write-fiction-2016/exercises/39741,19,585,928
2016,CH,/how-writers-write-fiction-2016/lecture_pages/847386,19,86,126
2016,CH,/whitman-2016/,19,20,22
2016,CI,/how-writers-write-fiction-2016,19,21,27
2016,DE,/whitman-2016,19,43,61
2016,HK,/whitman-2016/,19,21,22
2016,JP,/whitman-2016/,19,31,36
2016,KE,/whitman-2016/,19,22,30
2016,MY,/how-writers-write-fiction-2015,19,21,29
2016,PH,/how-writers-write-fiction-2015/home,19,60,65
2016,PK,/how-writers-write-fiction-2016/home,19,652,"1,327"
2016,RU,/how-writers-write-fiction-2015,19,29,41
2016,TN,/how-writers-write-fiction-2016,19,26,35
2017,CH,/poetry-and-plays-2017,19,35,52
2017,CY,/poetry-and-plays-2017,19,31,40
2017,DE,/poetry-and-plays-2017/,19,24,29
2017,ES,/whitman-2016/,19,20,20
2017,GA,/poetry-and-plays-2017,19,19,19
2017,GB,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,19,676,"1,297"
2017,HK,/poetry-and-plays-2017,19,56,75
2017,IE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,19,104,173
2017,KR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,19,143,283
2017,KW,/fiction-and-nonfiction-2017,19,32,46
2017,MY,/poetry-and-plays-2017/,19,24,29
2017,NL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,19,258,480
2017,PK,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,19,118,201
2017,SG,/poetry-and-plays-2017/,19,22,22
2017,UA,/poetry-and-plays-2017,19,32,41
2015,AE,/how-writers-write-fiction-2015/home,17,102,249
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835012,17,522,670
2015,KW,/how-writers-write-fiction-2015/home,17,91,124
2016,AE,/how-writers-write-fiction-2016/home,17,94,134
2016,AU,/how-writers-write-fiction-2016/lecture_pages/847385,17,390,598
2016,BR,/how-writers-write-fiction-2016/announcements/,17,188,210
2016,EC,/whitman-2016/,17,17,20
2016,ES,/whitman-2016,17,31,35
2016,GB,/how-writers-write-fiction-2016/lecture_pages/846795,17,605,841
2016,IE,/how-writers-write-fiction-2015,17,26,26
2016,KR,/whitman-2016/,17,31,37
2016,NG,/how-writers-write-fiction-2016/home,17,201,288
2016,OM,/whitman-2016/,17,17,20
2016,PH,/flash-write-2016,17,26,34
2016,TH,/whitman-2016/,17,29,30
2017,BR,/,17,19,19
2017,CA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,17,590,"1,177"
2017,CL,/fiction-and-nonfiction-2017,17,17,27
2017,CZ,/fiction-and-nonfiction-2017,17,35,53
2017,JP,/poetry-and-plays-2017,17,34,45
2017,MX,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,17,343,565
2017,NE,/poetry-and-plays-2017,17,20,22
2017,NG,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,17,277,562
2017,PH,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,17,421,695
2017,PH,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,17,174,298
2017,PK,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,17,638,"1,179"
2017,PK,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,17,222,462
2017,QA,/fiction-and-nonfiction-2017,17,31,53
2017,RS,/fiction-and-nonfiction-2017,17,26,45
2017,SL,/poetry-and-plays-2017,17,25,29
2017,SS,/poetry-and-plays-2017,17,19,21
2017,UZ,/fiction-and-nonfiction-2017,17,26,50
2017,YE,/poetry-and-plays-2017,17,24,26
2015,CA,/how-writers-write-fiction-2015/lecture_pages/835311,16,519,671
2015,CL,/how-writers-write-fiction-2015?referral_token=NL092315,16,16,16
2015,CO,/how-writers-write-fiction-2015/?referral_token=NL111015,16,30,31
2015,DE,/how-writers-write-fiction-2015?referral_token=NL092315,16,16,22
2015,DE,/how-writers-write-fiction-2015/lecture_pages/833678,16,189,270
2015,FR,/how-writers-write-fiction-2015/?referral_token=NL111015,16,19,20
2015,GB,/how-writers-write-fiction-2015/lecture_pages/834125,16,164,213
2015,MX,/how-writers-write-fiction-2015/oe/,16,419,836
2015,NC,/how-writers-write-fiction-2015/home,16,25,31
2015,PT,/how-writers-write-fiction-2015/home,16,159,209
2015,RU,/how-writers-write-fiction-2015/?referral_token=NL111015,16,17,22
2015,SE,/how-writers-write-fiction-2015/oe/,16,679,"1,684"
2015,TW,/how-writers-write-fiction-2015,16,20,26
2015,ZA,/how-writers-write-fiction-2015/?referral_token=NL111015,16,17,30
2016,CA,/how-writers-write-fiction-2016/announcements/,16,682,754
2016,EG,/whitman-2016/,16,25,27
2016,FI,/how-writers-write-fiction-2016/home,16,70,89
2016,GB,/how-writers-write-fiction-2016/oe/#!/submissions/39741?from_checklist=true,16,277,492
2016,HK,/how-writers-write-fiction-2015,16,20,22
2016,IL,/whitman-2016,16,37,40
2016,IN,/whitman-2016/home/terms,16,58,76
2016,JO,/whitman-2016/,16,24,29
2016,MY,/users/sign_in,16,40,46
2016,NL,/how-writers-write-fiction-2016/lecture_pages/845715,16,97,142
2017,BO,/fiction-and-nonfiction-2017,16,24,31
2017,BR,/how-writers-write-fiction-2016,16,24,26
2017,BR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,16,434,734
2017,CA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856400,16,598,966
2017,CI,/poetry-and-plays-2017,16,35,43
2017,FJ,/fiction-and-nonfiction-2017,16,24,31
2017,GB,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,16,252,394
2017,GM,/fiction-and-nonfiction-2017,16,20,30
2017,PH,/how-writers-write-fiction-2015,16,20,25
2017,TH,/poetry-and-plays-2017,16,36,57
2017,VN,/fiction-and-nonfiction-2017,16,41,65
2017,ZA,/how-writers-write-fiction-2015,16,22,24
2015,AU,/how-writers-write-fiction-2015/lecture_pages/834125,15,237,364
2015,CA,/users/sign_in?class=how-writers-write-fiction-2015&http_referrer=https://novoed.com/how-writers-write-fiction-2015,15,73,89
2015,CZ,/how-writers-write-fiction-2015,15,15,16
2015,EG,/how-writers-write-fiction-2015/home,15,225,445
2015,FR,/how-writers-write-fiction-2015/lecture_pages/833678,15,175,236
2015,GB,/how-writers-write-fiction-2015/lecture_pages/835311,15,410,549
2015,IN,/how-writers-write-fiction-2015/lecture_pages/833678,15,377,502
2015,IN,/how-writers-write-fiction-2015/lecture_pages/835012,15,227,282
2015,JP,/how-writers-write-fiction-2015,15,19,22
2015,NG,/how-writers-write-fiction-2015?referral_token=NL092315,15,20,22
2015,NL,/,15,17,17
2016,AE,/whitman-2016/,15,24,26
2016,AU,/how-writers-write-fiction-2016/oe/#!/submissions/39741?from_checklist=true,15,336,560
2016,CA,/how-writers-write-fiction-2016/lecture_pages/847385,15,423,569
2016,CO,/how-writers-write-fiction-2016,15,24,29
2016,CZ,/how-writers-write-fiction-2016,15,17,20
2016,IL,/how-writers-write-fiction-2015,15,22,36
2016,IN,/how-writers-write-fiction-2015/home,15,145,217
2016,IT,/how-writers-write-fiction-2015,15,29,40
2016,MX,/how-writers-write-fiction-2016/lecture_pages/845715,15,129,158
2016,PE,/how-writers-write-fiction-2016,15,51,57
2016,RU,/how-writers-write-fiction-2016/home,15,55,89
2016,SE,/whitman-2016/,15,22,24
2016,UA,/how-writers-write-fiction-2015,15,21,31
2017,AU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/858067,15,344,588
2017,DE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,15,66,93
2017,EC,/fiction-and-nonfiction-2017,15,26,45
2017,IN,/how-writers-write-fiction-2016,15,32,32
2017,LR,/fiction-and-nonfiction-2017,15,20,32
2017,MG,/fiction-and-nonfiction-2017,15,20,27
2017,SG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,15,406,773
2017,SR,/fiction-and-nonfiction-2017,15,22,31
2017,ZA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,15,72,122
2015,AE,/how-writers-write-fiction-2015,14,21,24
2015,AR,/how-writers-write-fiction-2015/?referral_token=NL111015,14,17,24
2015,AU,/how-writers-write-fiction-2015/lecture_pages/835012,14,365,498
2015,FI,/how-writers-write-fiction-2015,14,24,25
2015,JM,/how-writers-write-fiction-2015,14,20,24
2015,KE,/how-writers-write-fiction-2015?referral_token=NL092315,14,17,22
2015,KE,/how-writers-write-fiction-2015/?referral_token=NL111015,14,19,19
2015,KE,/how-writers-write-fiction-2015/home,14,73,91
2015,MX,/how-writers-write-fiction-2015/lecture_pages/833678,14,75,94
2015,NL,/how-writers-write-fiction-2015/?referral_token=NL111015,14,16,21
2015,SG,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/lecture_pages/835303&class=how-writers-write-fiction-2015,14,15,15
2015,VN,/how-writers-write-fiction-2015,14,16,17
2016,AU,/how-writers-write-fiction-2016/lecture_pages/847380,14,491,716
2016,BE,/how-writers-write-fiction-2015,14,15,15
2016,BR,/whitman-2016,14,42,51
2016,CA,/how-writers-write-fiction-2016/lecture_pages/847902,14,113,176
2016,CL,/whitman-2016,14,81,99
2016,DK,/how-writers-write-fiction-2015,14,17,25
2016,ES,/flash-write-2016,14,16,21
2016,GH,/how-writers-write-fiction-2016,14,19,30
2016,IQ,/how-writers-write-fiction-2016,14,20,29
2016,KW,/how-writers-write-fiction-2016,14,27,36
2016,PL,/how-writers-write-fiction-2015,14,20,22
2016,SG,/how-writers-write-fiction-2016/home,14,168,244
2016,ZA,/how-writers-write-fiction-2016/home,14,619,"1,120"
2016,ZZ,/how-writers-write-fiction-2016/home,14,30,51
2017,AU,/how-writers-write-fiction-2016,14,51,52
2017,AU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856400,14,450,624
2017,AU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,14,425,703
2017,AZ,/poetry-and-plays-2017,14,16,16
2017,BR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,14,148,193
2017,CO,/fiction-and-nonfiction-2017,14,31,43
2017,DJ,/poetry-and-plays-2017,14,14,14
2017,GE,/fiction-and-nonfiction-2017,14,22,29
2017,IE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,14,117,178
2017,IL,/poetry-and-plays-2017,14,61,77
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,14,194,256
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/163898/workspace,14,211,420
2017,IR,/poetry-and-plays-2017,14,21,31
2017,JM,/poetry-and-plays-2017,14,30,48
2017,KR,/poetry-and-plays-2017,14,26,34
2017,LS,/fiction-and-nonfiction-2017,14,21,35
2017,MM,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,14,219,573
2017,MY,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,14,278,476
2017,NZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,14,181,268
2017,PT,/poetry-and-plays-2017,14,43,58
2017,PY,/poetry-and-plays-2017,14,20,24
2017,SD,/poetry-and-plays-2017,14,15,16
2015,AU,/how-writers-write-fiction-2015/lecture_pages/834570,12,472,636
2015,AU,/how-writers-write-fiction-2015/lecture_pages/835303,12,281,409
2015,AU,/how-writers-write-fiction-2015/lecture_pages/835311,12,367,511
2015,BD,/how-writers-write-fiction-2015,12,16,20
2015,BE,/how-writers-write-fiction-2015,12,20,27
2015,CA,/users/sign_in?class=how-writers-write-fiction-2015&http_referrer=http://iwp.uiowa.edu/iwp-courses/distance-learning-courses/fall-2015/how-writers-write-fiction,12,29,35
2015,FR,/how-writers-write-fiction-2015/lecture_pages/834570,12,214,276
2015,GH,/how-writers-write-fiction-2015,12,17,20
2015,GR,/how-writers-write-fiction-2015/?referral_token=NL111015,12,15,22
2015,IL,/how-writers-write-fiction-2015,12,22,24
2015,IL,/how-writers-write-fiction-2015/home,12,134,209
2015,IR,/how-writers-write-fiction-2015,12,21,24
2015,KR,/how-writers-write-fiction-2015,12,21,24
2015,NO,/how-writers-write-fiction-2015,12,31,32
2015,NZ,/how-writers-write-fiction-2015/lecture_pages/833678,12,235,339
2015,PK,/how-writers-write-fiction-2015/?referral_token=NL111015,12,14,15
2015,PT,/how-writers-write-fiction-2015,12,19,22
2015,PT,/how-writers-write-fiction-2015/lecture_pages/833678,12,57,73
2015,SG,/how-writers-write-fiction-2015/oe/,12,471,930
2016,AR,/how-writers-write-fiction-2015,12,17,25
2016,AU,/how-writers-write-fiction-2015/home,12,65,77
2016,BG,/how-writers-write-fiction-2016,12,20,26
2016,CA,/how-writers-write-fiction-2016/lecture_pages/847386,12,292,418
2016,CA,/whitman-2016/lecture_pages/842255,12,260,350
2016,CH,/how-writers-write-fiction-2016/lecture_pages/845715,12,73,107
2016,CH,/how-writers-write-fiction-2016/lecture_pages/847380,12,60,78
2016,CO,/whitman-2016,12,14,14
2016,DK,/how-writers-write-fiction-2016,12,20,25
2016,GB,/how-writers-write-fiction-2016/,12,21,35
2016,GR,/how-writers-write-fiction-2016/home,12,363,533
2016,IE,/how-writers-write-fiction-2016/lecture_pages/845715,12,178,235
2016,IN,/whitman-2016/home,12,542,922
2016,IQ,/whitman-2016/,12,21,25
2016,NZ,/whitman-2016/home,12,609,804
2016,PT,/how-writers-write-fiction-2015,12,16,17
2016,SG,/how-writers-write-fiction-2015,12,20,22
2016,TH,/how-writers-write-fiction-2015,12,17,17
2016,UG,/whitman-2016/,12,16,20
2016,ZA,/whitman-2016,12,32,35
2016,ZZ,/?from=http://share-buttons.xyz/,12,12,12
2016,ZZ,/sharebutton.to,12,12,37
2016,ZZ,/whitman-2016/,12,16,19
2017,AE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,12,404,717
2017,BA,/poetry-and-plays-2017,12,16,21
2017,CA,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,12,263,405
2017,EE,/poetry-and-plays-2017,12,19,27
2017,ES,/poetry-and-plays-2017/,12,19,21
2017,KW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,12,165,304
2017,KZ,/poetry-and-plays-2017,12,17,20
2017,LY,/fiction-and-nonfiction-2017,12,16,27
2017,MD,/poetry-and-plays-2017,12,17,21
2017,MW,/poetry-and-plays-2017,12,17,22
2017,NA,/poetry-and-plays-2017,12,15,22
2017,NG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,12,497,835
2017,NO,/poetry-and-plays-2017,12,25,39
2017,NP,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,12,58,78
2017,NZ,/how-writers-write-fiction-2015,12,15,16
2017,OM,/fiction-and-nonfiction-2017,12,15,19
2017,PK,/poetry-and-plays-2017/,12,31,36
2017,RU,/how-writers-write-fiction-2015,12,14,19
2017,RW,/fiction-and-nonfiction-2017,12,14,30
2017,SG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,12,81,121
2017,SN,/fiction-and-nonfiction-2017,12,15,22
2017,ZA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,12,217,347
2015,CA,/how-writers-write-fiction-2015/lecture_pages/834178,11,114,132
2015,CL,/how-writers-write-fiction-2015,11,26,31
2015,CZ,/how-writers-write-fiction-2015/home,11,55,73
2015,FR,/how-writers-write-fiction-2015?referral_token=NL092315,11,12,12
2015,IE,/how-writers-write-fiction-2015/lecture_pages/834570,11,58,77
2015,IN,/how-writers-write-fiction-2015/home/terms,11,104,117
2015,JP,/how-writers-write-fiction-2015/home,11,292,548
2015,MX,/how-writers-write-fiction-2015?referral_token=NL092315,11,16,16
2015,RU,/how-writers-write-fiction-2015/lecture_pages/833678,11,189,247
2015,RU,/how-writers-write-fiction-2015/oe/,11,643,"1,259"
2015,SG,/how-writers-write-fiction-2015/lecture_pages/833678,11,140,196
2016,AU,/how-writers-write-fiction-2016/lecture_pages/845727,11,560,775
2016,AU,/whitman-2016/home/terms,11,70,80
2016,BR,/how-writers-write-fiction-2016#!/.V-WO5sznu5w.twitter,11,19,26
2016,CA,/how-writers-write-fiction-2016/,11,20,22
2016,CA,/how-writers-write-fiction-2016/lecture_pages/846815,11,301,464
2016,CA,/users/sign_in,11,163,226
2016,CH,/how-writers-write-fiction-2016/lecture_pages/847385,11,76,113
2016,CL,/whitman-2016/,11,12,15
2016,FR,/whitman-2016/oe/,11,37,37
2016,GB,/flash-write-2016,11,14,15
2016,GB,/whitman-2016/lecture_pages/842255,11,266,363
2016,GH,/whitman-2016/,11,16,17
2016,IT,/whitman-2016,11,35,40
2016,JM,/whitman-2016/,11,17,20
2016,LK,/how-writers-write-fiction-2015,11,16,25
2016,MU,/how-writers-write-fiction-2016,11,17,25
2016,MY,/how-writers-write-fiction-2016/home,11,81,122
2016,NG,/whitman-2016,11,37,42
2016,PE,/how-writers-write-fiction-2016/home,11,85,133
2016,RO,/how-writers-write-fiction-2015,11,12,19
2016,SE,/how-writers-write-fiction-2015,11,12,12
2016,ZZ,/?from=http://www.traffic2cash.xyz/,11,11,11
2017,AF,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,11,62,140
2017,AU,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,11,235,367
2017,BB,/fiction-and-nonfiction-2017,11,16,25
2017,BR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,11,219,345
2017,CA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/860565,11,102,183
2017,CV,/poetry-and-plays-2017,11,12,15
2017,FI,/how-writers-write-fiction-2015,11,12,14
2017,FR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,11,145,254
2017,FR,/poetry-and-plays-2017/,11,21,22
2017,HR,/fiction-and-nonfiction-2017,11,21,29
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,11,631,879
2017,KE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,11,70,103
2017,MY,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,11,80,124
