# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170719
# ----------------------------------------

Year,Country,Page Title,Pageviews
2015,United Kingdom,"Class Session 1 Assignment: Starting with Character, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",583
2016,Philippines,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",572
2016,Australia,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,571
2015,Trinidad & Tobago,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,567
2016,Portugal,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,563
2017,Vietnam,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,563
2017,Bahrain,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,558
2015,Jamaica,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,555
2015,Barbados,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,554
2015,Pakistan,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,552
2015,Nigeria,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,551
2016,South Africa,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,550
2015,Bahrain,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,546
2016,India,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,545
2016,Brazil,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",535
2016,New Zealand,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,531
2017,Thailand,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,522
2016,Russia,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",521
2016,Chile,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",519
2015,Mexico,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,517
2017,Bolivia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,517
2016,Norway,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,515
2017,Belgium,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,512
2017,Madagascar,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,508
2015,Canada,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",507
2015,Philippines,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,506
2017,Antigua & Barbuda,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,506
2015,Turkey,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,500
2016,Ukraine,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,500
2015,South Africa,Mary's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,498
2017,United Kingdom,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,498
2016,United Kingdom,"Assignment 1: Voice and Identity, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",494
2016,Kenya,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,491
2016,Germany,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,490
2017,Iceland,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,490
2015,United Kingdom,New Evaluation for Class Session 1 Assignment: Starting with Character - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,489
2015,Austria,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,485
2016,Greece,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",485
2017,Hong Kong,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,483
2017,France,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,481
2015,Vietnam,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,478
2016,Canada,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",476
2017,Germany,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,475
2015,United Kingdom,William's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,474
2016,Philippines,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,474
2017,Egypt,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,472
2015,Canada,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",471
2017,Ireland,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,469
2016,Jamaica,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,464
2016,Qatar,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,464
2017,Zambia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,464
2015,Canada,Isobel's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,463
2015,India,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",462
2015,United Kingdom,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",459
2017,Croatia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,458
2015,Canada,New Evaluation for Class Session 2 Assignment: Expanding on Character: Cast and Dialogue - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,452
2017,Bulgaria,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,452
2015,Australia,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",450
2016,Switzerland,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",450
2017,Malaysia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,450
2015,(not set),How Writers Write Fiction 2015 | The University of Iowa | NovoEd,446
2015,Australia,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",444
2015,Canada,How Writers Write Fiction 2015 - Sign In | NovoEd,441
2016,Australia,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",436
2015,Malaysia,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,432
2015,Ukraine,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,432
2015,Netherlands,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,430
2015,Thailand,Kit's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,428
2015,Iraq,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,427
2015,Canada,New Evaluation for Class Session 3 Assignment: Working with Plot - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,426
2017,Mexico,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,426
2015,Canada,"Class Session 3 Assignment: Working with Plot, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",425
2015,Canada,"Class Session 4 Assignment: Using Character to Produce Frame and Arc, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",421
2015,United Kingdom,"Class Session 7 Assignment: Embracing Revision, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",421
2016,Canada,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,419
2016,Switzerland,"dominique's Home | Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",419
2017,Iraq,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,415
2017,Laos,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,415
2017,Singapore,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,415
2017,Suriname,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,414
2015,New Zealand,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",413
2016,South Korea,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,413
2015,United Kingdom,"Class Session 5 Assignment: Voice and Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",408
2015,Uganda,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,395
2016,Russia,2016,394
2017,Nepal,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,393
2015,United Kingdom,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, Evaluate Submissions - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",390
2016,Malaysia,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",390
2017,Indonesia,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,389
2017,New Zealand,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,385
2016,United Kingdom,"Assignment 2: Desire and Point of View, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",383
2017,Sri Lanka,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,383
2016,Pakistan,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",379
2017,Greece,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,379
2015,Bermuda,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,377
2015,New Zealand,"Class Session 6 Assignment: Immersion in Setting, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",377
2017,Kiribati,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,377
2016,Egypt,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,376
2016,Sweden,Cas's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,376
2017,Kenya,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,375
2017,Mexico,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,375
2016,France,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,374
2017,Denmark,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,374
2016,United Kingdom,Edit Report - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,373
2016,Mexico,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",373
2016,Pakistan,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,371
2017,Russia,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,370
2016,Philippines,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",368
2017,Afghanistan,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,368
2017,Sri Lanka,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,366
2015,New Zealand,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",364
2017,Bhutan,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,364
2015,Chile,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,363
2016,Bolivia,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,363
2016,Singapore,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",363
2017,Kenya,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,363
2015,Italy,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,361
2015,Canada,New Evaluation for Class Session 4 Assignment: Using Character to Produce Frame and Arc - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,358
2017,South Africa,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,358
2017,Italy,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,356
2015,Argentina,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,355
2015,New Zealand,"Class Session 2 Assignment: Expanding on Character: Cast and Dialogue, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",355
2016,Mexico,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",355
2017,(not set),Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,354
2016,Brazil,Assignments - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,352
2016,Germany,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster - Sign In | NovoEd",351
2017,Spain,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,350
2015,Canada,Edit Report - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,349
2016,Malaysia,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,349
2015,Australia,"Class Session 3 Assignment: Working with Plot, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",348
2015,New Zealand,Edit Report - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,348
2016,Brazil,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,345
2015,United Kingdom,"Class Session 1 Assignment: Starting with Character, Received Evaluations - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",344
2015,Chile,Edit Report - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,343
2016,Malta,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,343
2016,Canada,"Assignment 3: Cast and Plot, My Submission - How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd",342
2016,Australia,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,337
2016,Bulgaria,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,337
2017,Ghana,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,335
